"LuFrac","LskyFrac","EdFrac1","EdFrac2","result.full.1","result.full.2","wl"
-0.0155604713371174,0.00247493061247014,0.147746880249329,0.136381735614766,-0.122069595778618,-0.132242062093503,340.2426507
0.00814873314230513,-0.000538102866291673,-0.0865637631276111,0.0634800929602481,-0.10035187582812,0.136843467038345,341.0050995
-0.0139551479168409,0.00163827621898747,0.117240645505187,-0.0820684518536312,-0.133003567735717,0.19000509676531,341.7673679
-0.0115421875059105,-0.000923866855054054,-0.0833846332472532,0.0774285880153065,0.127341456541169,-0.137136953198182,342.529456
-0.0197087436536181,0.000562797823419618,0.217911755520831,0.133168295040508,-0.0930263786301327,-0.152224983212944,343.2913636
-0.00649127880464399,-0.00228614725401056,-0.0676868340142413,-0.221520547682972,0.0621262851465127,0.0189830315725456,344.0530908
0.00769257841189411,-0.00251571353376475,0.287819661510438,0.125138983265408,0.0354676671221387,0.0815756343809191,344.8146376
-0.00111654216760924,-0.00029492414599116,-0.0127281388424078,-0.00636406942120392,0.064551308859124,0.129102617718248,345.5760039
0.00340413981016661,-0.00159852731919074,-0.168347296068861,-0.103598336042376,-0.0297163497494552,-0.0482890683428647,346.3371898
0.0317207300467193,0.00253901013939294,0.0790754956952882,-0.112023618901658,0.369036193206756,-0.260496136381239,347.0981951
0.0316676389804709,0,0,-0.0201253816644463,Inf,-1.57351743725761,347.85902
0.00954342700371959,0.00420134462234062,0.46455104564087,0.505540843785652,0.0114994518503544,0.0105670638624878,348.6196643
0.0242734788485912,0.00886939642568776,0.208781367999967,0.459319009599927,0.0737809248520004,0.0335367840236366,349.3801281
0.0370544569777097,0.011962606852934,0.397150206144006,0.524805629547436,0.0631797484593962,0.0478117015368404,350.1404113
0.0433800051578826,0.00332128164490039,0.491617580458675,-0.108445054512943,0.0814835048730514,-0.369391888757833,350.9005139
0.040334004353518,0.00935734896138994,0.361266588864098,0.0221183625835162,0.0857445895827941,1.40049496318564,351.660436
0.0130435294567227,0.00907269186031555,0.391126156831766,0.270779647037376,0.0101523192122257,0.014664461084326,352.4201774
0.0279124699368161,0.00198949037023609,0.130502544803462,-0.0844428231081225,0.198639648028475,-0.306988546953098,353.1797382
0.0399705379197394,0.00775434786893673,0.290008212248765,0.462445527639922,0.111087164742659,0.0696648321267524,353.9391183
-0.00552685658511836,0.00717768115066943,0.5684546090676,0.360288132507634,-0.0223492562697772,-0.0352621598923151,354.6983178
0.0296009293620548,0.0101768611832773,0.229098484128151,0.711841718541041,0.084784795729649,0.0272870606945997,355.4573365
0.0683316512658214,0.00924623894949077,0.493571300732876,0.560496222866148,0.119709983600339,0.105416254215224,356.2161746
0.0345159633319443,0.0197859776372689,1.00122891007573,1.18093666316625,0.0147119060850543,0.0124731377677634,356.974832
0.0585099713424536,0.0130771895684928,0.551777485481683,0.910870769684049,0.0823389554111647,0.0498784056817632,357.7333086
0.054425718104998,0.0130936731459513,0.681631882692732,0.591943477075267,0.0606369009556416,0.0698243101913449,358.4916044
0.0250791274882202,0.0111787026905135,0.964909361790477,0.487049487379955,0.014405938369085,0.0285400665802627,359.2497195
0.0456950731692359,0.00847012293778435,1.15884139075438,1.59222922794708,0.0321225583832649,0.0233791401250981,360.0076538
0.0845063065066956,0.0193597897391204,0.763557344852856,1.48845355832076,0.0853197434439315,0.0437679203381207,360.7654072
0.0638496951292575,0.0281088306291692,1.66689348324421,1.39899988772282,0.0214416007137584,0.0255474391483079,361.5229799
0.109317492247432,0.0210690368024568,1.4269669934788,1.15176621616503,0.0618433753886864,0.0766201111010274,362.2803717
0.0900090918448405,0.0348079277237229,2.10615220891672,2.13758731651249,0.0262094847121756,0.0258240511134671,363.0375826
0.0823759911715749,0.0473434227145577,1.91893233192376,1.80034662601836,0.018256281305082,0.0194587908521234,363.7946127
0.141241685766352,0.0489254056103465,2.66412869926203,2.75293298923743,0.0346515842802856,0.0335337912389861,364.5514618
0.146994946981882,0.0490804435192629,3.31761595614029,3.06593474567448,0.0295135135461949,0.0319362646581959,365.30813
0.216847908999392,0.0501077503522846,2.9502283960616,2.93842748247735,0.0565177119404372,0.0567446907032502,366.0646173
0.183718375840525,0.0661253663812543,3.36310804993543,4.0820333214796,0.0349655758046573,0.0288074594689117,366.8209237
0.198513193345328,0.0779667712299402,3.7785615802005,4.14382253295321,0.0319027279446884,0.0290906333842143,367.5770491
0.260264530512508,0.082231676239064,3.47999051722135,4.15774147937681,0.0511590055755662,0.0428196065475742,368.3329934
0.227577756539028,0.111859887500913,4.67226567939442,4.21314130627474,0.0247669710967964,0.0274659358958062,369.0887568
0.304547093417369,0.1062533940747,3.57221530932408,3.89441512153762,0.0555100077044878,0.0509174531102316,369.8443392
0.261716855854649,0.104629270735,5.50097047015019,5.18080816765468,0.0285563403715855,0.0303210580349981,370.5997405
0.32678961516255,0.104355096546212,5.67796327490326,4.6483592677208,0.0391750541253947,0.0478522648111499,371.3549608
0.257385362278698,0.117975585206784,5.69560116731109,6.40557915215597,0.0244767449434542,0.0217638052329729,372.1099999
0.407471076214174,0.129707544687431,6.38744878167399,7.11179864351331,0.0434858330799715,0.0390567204514559,372.864858
0.453050624153983,0.163369125301854,8.70205047653615,7.1714526654458,0.0332888782515355,0.040393698789633,373.619535
0.526773006912649,0.188730045617842,10.6279721681642,10.1963793897616,0.031806910664238,0.0331532349251581,374.3740308
0.630138660995999,0.243403762218193,10.8575042327331,11.4972878443673,0.0356191340558617,0.0336370545830315,375.1283455
0.814389782741053,0.277274976971473,14.418974992888,13.8083353415499,0.0372505539426003,0.0388978680256539,375.8824791
0.932113967966694,0.309857878459895,16.0466178586853,15.9022395489028,0.038778021324288,0.0391300915568042,376.6364314
0.771120363043467,0.299820881780671,15.8323223578333,14.5147621070449,0.029768183757932,0.0324703552002443,377.3902026
0.971878837176901,0.318892226186673,17.1676211698166,16.511677804962,0.0380359401300327,0.039546956929719,378.1437925
1.10681925747145,0.377818547317706,19.821446421387,20.2713956233062,0.0367783810856084,0.0359620385147829,378.8972012
1.06425542768455,0.358215663004298,18.9351280530168,20.5708851884868,0.0372872981214281,0.034322284053941,379.6504286
1.07914589726716,0.34656585689354,17.678580491899,18.8709774165725,0.0414388497260463,0.0388204608697302,380.4034748
1.0429001067916,0.317680359863541,19.1782535507602,19.2595173369922,0.0378146917814273,0.0376551361199023,381.1563397
1.22793356123157,0.369455018486194,21.8604857015314,21.4928449329416,0.0392707899754137,0.0399425271723615,381.9090232
1.62220652023943,0.491350816755636,28.0803005748409,27.6083627500537,0.0402722079298898,0.0409606217406572,382.6615255
1.77732313413161,0.579970640706339,32.2094360800821,32.5475122221441,0.0371739663634068,0.0367878345126066,383.4138464
1.95739476225999,0.638008293862149,35.704030860312,35.0321808172416,0.036953431772446,0.0376621277242463,384.1659859
2.11458003287462,0.669755971905746,36.6978130066432,38.7938802953272,0.0393708491758713,0.0372436077538474,384.9179441
2.21316482201505,0.753957028902289,39.7528781343027,39.9948521751202,0.0367069722142613,0.0364848902734662,385.6697209
2.5177359556969,0.794908767230899,46.8273585451353,46.0379318110411,0.0367910392982219,0.037421906690709,386.4213162
2.91028051588133,0.969310242579519,50.4256370339573,53.1050804778281,0.0384917353050936,0.0365496155139466,387.1727302
3.51551882864875,1.13494497184267,63.5847999706638,62.8136077332998,0.0374393543410438,0.0378990149222721,387.9239626
