"LuFrac","LskyFrac","EdFrac1","EdFrac2","result.full.1","result.full.2","wl"
0.00450971321514239,0.000707123032134326,0,0.0875501396001568,Inf,0.0434332852051929,340.2426507
-0.015557395794147,-0.00196108600159632,-0.128427368346388,0.0987902833433754,0.105867697575795,-0.137628006848534,341.0050995
-0.000928728015299018,0.0038833214079703,0,0.150525066051152,-Inf,-0.0319684259207306,341.7673679
0.00707040960500552,0.000640547686170811,0.285486371456697,0.0407837673509568,0.0225224828983123,0.157657380288186,342.529456
-0.0224927701536752,-0.000250132365964275,-0.165793501375547,-0.476656316454698,0.134158682959038,0.0466638897248829,343.2913636
-0.0189540269784038,-0.000965262173915568,0,0.452949029466641,-Inf,-0.0397147661971381,344.0530908
-0.00246832175604861,-0.00392193289366401,-0.149954679946853,0.149954679946853,-0.00969366970160978,0.00969366970160978,344.8146376
0.00100314335371143,0.000524309592873173,0.065366543546603,0.196099630639809,0.00732536454978488,0.00244178818326163,345.5760039
-0.0122336274427863,0.00191823278302889,-0.133009728054406,-0.321440176131482,0.106397181866476,0.0440264200826796,346.3371898
-0.0165812907062396,-0.00173329758849225,0.372257947955361,0.541466106116889,-0.0398863024934739,-0.0274218329642633,347.0981951
-0.007376287436134,0.00291904281472609,-0.0689038490884434,-0.275615396353774,0.149415894569913,0.0373539736424784,347.85902
0.0166124596036427,0.00117637649425537,0.795248400164878,0.561351811881091,0.0194103919054562,0.0274980551993963,348.6196643
0.0158109476484476,0.00364749475498163,0.202529722517482,0.595675654463183,0.0600576189127796,0.0204195904303451,349.3801281
0.00998733410727331,0.00185601657839461,0.194247800583751,0.607024376824222,0.0418605384691233,0.0133953723101194,350.1404113
0.0208992212349174,0.00354270042122708,0.754949130908749,1.01484965138553,0.0229903182917741,0.0171025538511978,350.9005139
0.0155303923012988,0.00667415733149741,0.833000028145304,0.479606076810933,0.0106317342984009,0.0184656437814332,351.660436
0.028711050190872,0.000183750721221581,0.836943683051024,0.463538039843644,0.0340850884561981,0.0615425208236911,352.4201774
