"LuFrac","LskyFrac","EdFrac1","EdFrac2","result.fine.1","result.fine.2"
0,0,0,0,NA,NA
0.000374865891727235,3.06140478243908e-06,0.00176191718076891,0.00176191718076891,0.211022680863205,0.211022680863205
-0.000250529870676481,-4.60348637368033e-06,0.000883159124601664,0.00441579562300832,-0.278462145101792,-0.0556924290203585
6.27880243647673e-05,-1.5383065969368e-06,-0.0053122240782929,-0.000885370679715483,-0.0121091147537541,-0.0726546885225243
0.49562360704211,0.0699836709834723,86.9725392779945,86.8695785326278,0.0048939577893448,0.00489975827267044
0.519135117234806,0.073072479768433,90.5869324403391,90.4525687496964,0.00492413889564206,0.00493145350797868
0.527834675904195,0.074874810064284,92.8135076706299,92.8723842073144,0.00488032267293833,0.0048772287877179
0.54184125573233,0.075669995844869,94.3466853440628,94.4683133757874,0.0049410454451837,0.00493468384508009
0.540595869778892,0.0760968634885758,95.0115126030049,94.9675797529761,0.00488887076486377,0.00489113240011531
0.539535284524076,0.0769037596526782,95.4657860290141,95.4181461685573,0.00484604531230481,0.00484846481982739
0.53719096982427,0.0762352708587541,95.3852847807156,95.2176702488471,0.00483256615551573,0.00484107306722407
0.536114062831108,0.0755835309142241,95.0331827545818,94.9780721997897,0.00484599714087425,0.00484880900665305
0.528284476759465,0.0741459400959055,93.7098867284881,93.7280019202006,0.00484621796608681,0.00484528131785216
0.525432314711873,0.072206671503142,92.4781910438593,92.2666099508387,0.0049008921789331,0.0049121306553933
0.505649539558137,0.0705320434902495,91.0035018771904,91.0408278700973,0.00478132694997914,0.00477936664513574
0.50588516963136,0.070542865647304,91.340034071515,91.1136828139733,0.00476617190270811,0.00477801237463855
0.52233304608908,0.0733945394530112,94.1153078716309,94.0302110019096,0.00477009018818066,0.00477440709589551
0.541717164070977,0.0768234602941479,96.8523207410393,96.8330568703091,0.00480002647556425,0.00480098138799307
0.55401871537546,0.0781168670469825,98.5129551561889,98.4642150478716,0.00483085547047037,0.00483324675971979
0.54853254961955,0.0780515153955107,98.4800109823959,98.3693810377419,0.00477742670345702,0.00478279957910406
0.560180264043424,0.0795534596733107,99.6920219233579,99.524741024777,0.00482111602410486,0.00482921934205747
0.559732127257943,0.0793680058114408,99.8247278396774,99.5041620980417,0.00481207544305041,0.00482757817681232
0.564416874141885,0.0799606923022019,100.553369713681,100.194860876861,0.00481790101335379,0.00483514002215219
0.561073437780124,0.0792255826780656,100.569963894549,100.33719538116,0.00479117060842632,0.00480228546623829
0.563804542464673,0.0786169517232435,100.336158584402,100.122415256007,0.00483562055381354,0.00484594373298761
0.569009124048368,0.079735347401399,101.579500903953,101.237038165669,0.00481665860033705,0.00483295230196581
0.578567297373082,0.081332535129058,103.144352936546,102.971759372097,0.00482076573353387,0.00482884594063527
0.579508483988203,0.0816607202201586,103.242928540749,103.283362494274,0.0048221003685647,0.00482021258550375
0.58119106866959,0.0815043262435243,103.152050815901,102.908852158216,0.00484417651877684,0.00485562448658768
0.574772577450203,0.0801467948788407,102.036298921408,102.069371140091,0.00484754727288119,0.00484597658481196
0.558643451897802,0.0789104369701824,101.066680729433,100.585510050247,0.00474669803604136,0.0047694048048071
0.564322072490832,0.0790388066578822,100.990698836193,100.695429379874,0.00480522732712326,0.00481931770708494
0.565635460879098,0.0789322504470377,101.134983925574,101.006515650878,0.00481241200166924,0.00481853281737109
0.563227157543262,0.0791779023194288,101.870943745361,101.718338101543,0.00475159292166541,0.00475872162540266
0.563721583449395,0.080127789111647,102.114100176157,101.889455082576,0.00473581800655837,0.00474625950198499
0.561696657397844,0.0784307666842896,100.829416370266,100.476842513838,0.00479290576213301,0.00480972409783872
0.553789953939087,0.0771475259317809,98.9394279168715,98.7617849908875,0.00481751752605421,0.00482618279986824
0.538793398316907,0.0754667513302916,95.8598604897426,95.7665076814749,0.00483337493523886,0.00483808648977435
0.507188288045089,0.0709405870243198,89.6843832050422,89.7789137242525,0.00486425490626825,0.00485913320761112
0.477411944553928,0.0670427193956459,84.6316296011421,84.5426810671465,0.00484888719610268,0.00485398877795648
0.447616526446119,0.0633033038001561,81.2223300401295,80.8976810571265,0.0047316202632464,0.00475060864074184
0.43348973613524,0.0607969354929674,78.9618709516113,78.7656489489267,0.0047199084336624,0.00473166673055578
0.497721553650683,0.0701008206619787,89.8149371144122,89.6747229888216,0.00476113157485122,0.00476857601268542
0.560881404912749,0.0783648716238746,100.258063210936,100.421060646257,0.00481274540755584,0.00480493364821732
0.577617147498933,0.0806867571205555,103.451528713189,103.516100312348,0.00480350939768206,0.0048005130494575
0.582272280572018,0.0813519552479768,104.689171227676,104.678383786846,0.00478483418532992,0.00478532727773152
0.589382134911327,0.0829833388438452,107.062664803945,106.816918851091,0.00472992893456192,0.00474081073966784
0.60030090819718,0.0838935603905801,108.721741070138,108.519758606619,0.00474980756124444,0.00475864814331701
0.606902298646852,0.0856132435098238,110.388998998753,109.99298199542,0.00472229171262725,0.00473929377747694
0.6327077324584,0.0885721730993598,113.013215482447,113.001337067927,0.00481479583636442,0.00481530195551539
0.637930352084405,0.0893532915679545,114.376390385129,114.328766214738,0.00479624386352182,0.00479824176083634
0.635743628039319,0.0888005183439633,114.215513345388,113.856504557173,0.00478869370434293,0.00480379326436029
0.632348215830539,0.0888084167443933,114.628968007722,114.010941483396,0.00474173159309548,0.00476743540588428
0.635784627583583,0.0896712660950563,115.093666841011,115.135632080811,0.00474494710680233,0.0047432176435634
0.638749205132722,0.0898473783442604,116.096431129961,115.820003901929,0.00472798191508581,0.00473926617420294
0.638944161948299,0.0898622219397738,116.03028686003,115.968042622216,0.00473222944515249,0.0047347694036472
0.646891419820478,0.0910798509107565,116.901631398066,116.619855847845,0.00475452363035983,0.00476601145550114
0.645885910321486,0.0911649727417299,117.011990186621,116.907080171884,0.00474071876476111,0.00474497298849796
0.642489429105341,0.0897036832118212,115.806085923811,115.460269342836,0.00477337388172498,0.00478767067701994
0.648608863766833,0.0913510744595167,117.697507237126,117.080244514236,0.00473466093198223,0.00475962269825596
0.662646043795815,0.0935553721878859,120.389032731831,120.058843481151,0.00472709730026313,0.0047400978978885
0.671578690972361,0.0935431291294242,121.042942425414,120.460442168245,0.00477545861212948,0.00479855088889349
0.675074784911427,0.09479730564519,122.154329684589,121.886897311561,0.00475036358321931,0.0047607863688823
0.679445261862469,0.0956900137612495,123.162486065151,122.964005210067,0.00473971634343612,0.00474736689898765
0.679863649527397,0.0955493564757836,123.24079430787,122.998789802602,0.00474124088807743,0.00475056944860488
0.676299234232013,0.0957447011485346,123.399075833516,123.142133602571,0.00470469109401382,0.00471450766767741
0.680638901679934,0.0964369255982899,124.408128524132,124.08262537273,0.00469585052851531,0.00470816904725191
0.681067316613943,0.0964299375868938,124.753965037239,124.591885227643,0.00468632302670727,0.00469241939761046
0.698473483283049,0.0974047545565214,125.95026572324,125.859219332824,0.00477227042972105,0.00477572268374755
0.708458718575663,0.0983976121592968,127.565124780176,126.935744465441,0.00478235025025562,0.00480606238207756
0.7043652679246,0.0993416000042765,128.353691420207,128.073130089566,0.00471372238091374,0.00472404842059542
0.709762818072416,0.100005156905357,129.038256720895,128.694607348206,0.00472540219204871,0.00473802029262384
0.715395502137237,0.10046156882236,129.660961769831,129.355182228302,0.00474262973929258,0.00475384072537244
0.716857130897066,0.100739095399556,130.204110545108,129.822363120784,0.00473193997423038,0.00474585441742641
0.722662659032984,0.101053464750155,130.692155406728,130.090505684999,0.00475628542775437,0.00477828255805225
0.722555288281765,0.101108859190095,130.749358186602,130.504597724331,0.0047529596910507,0.00476187383378147
0.720710930875265,0.101325959109193,131.157886551148,130.731505770345,0.0047224378804284,0.00473784011066269
0.726018462258806,0.101304955207995,131.430249690525,131.336343809031,0.00475319424958718,0.00475659279779536
0.722048294992408,0.100768484043277,130.908112752252,130.939836516399,0.00474592290643533,0.00474477307653674
0.719421190196598,0.100856585476723,130.633151753138,130.578042117637,0.00473512731200727,0.00473712574249363
0.720273348519362,0.100961579347001,130.560722519139,130.279254665804,0.00474347688357482,0.00475372514803708
0.719910846727784,0.100600805934866,130.514279292633,130.255609631044,0.00474515159681748,0.00475457481291707
0.726792520985381,0.101213848002202,131.788364703388,131.609139184339,0.00474684297351401,0.00475330723124751
0.73737473191238,0.103528375549553,134.529284911614,134.179674915777,0.00471158645330841,0.0047238626622153
0.740267875530799,0.103341993032196,134.510634710128,133.923476610549,0.00473513402022958,0.00475589417642426
0.739643152894806,0.10384729624797,134.715099413242,134.360761184883,0.00471955897606191,0.00473200546826295
0.748484789711563,0.103934751829381,135.573175666834,135.352589757888,0.00475425934895955,0.00476200742841432
0.740475947298539,0.103879387352773,135.574391256922,135.391083534833,0.00469555167494263,0.00470190904249604
0.755086589860098,0.10513490581443,137.493501132049,137.32170043672,0.0047271447646202,0.00473305880992333
0.764103916892772,0.106386242595709,138.965138130197,138.915333329583,0.0047329688808775,0.00473466577470321
0.761889641656326,0.107148993271075,139.667474125079,139.318134567156,0.00468785343535962,0.00469960820548917
0.770780078328258,0.107397783865201,140.407569339045,140.27277007149,0.0047246903965781,0.00472923072756717
