"LuFrac","LskyFrac","EdFrac1","EdFrac2","result.full.1","result.full.2"
0,0.00212136909640298,-0.459151843236378,0.430454853034104,0.00462019074441757,-0.00492820346071207
-0.0244573927416713,-0.00082785056352565,0.145715667931479,0.40800387020814,-0.162161986515117,-0.0579149951839702
0.0111039129741245,0.00179230218829398,0.621668522791256,0,0.0149784176686668,Inf
-0.0119342298387785,-0.000795946828969647,0.451170426319959,0.932418881061249,-0.024687529057833,-0.0119455785763708
0.0410623215711704,0.00034633712210438,-0.672499889954563,0.061136353632233,-0.0605442247013854,0.66598647171524
-0.0191409503213861,-0.00445505618730262,-1.24297640644334,-0.559339382899503,0.0118151028916999,0.0262557842037776
0.00833262025778169,0.00345352390433977,0.979525391509979,0.69514705203934,0.00498108205844525,0.00701879744599104
0.03739189292076,0.00235939316792928,1.44623477596859,0.899879416158235,0.0242232453090947,0.0389302156753307
-0.025811609549615,0.00264371825866161,0.686662721080873,0.523171597013998,-0.0414400358934371,-0.0543900471101362
-0.0313404615546507,-0.00243744973381722,1.29782657309892,1.93010105742916,-0.0222703190240739,-0.0149748696886014
0.0066699239610882,-0.000826144192847008,-1.35510903207272,-2.0665412739109,-0.00553170850206018,-0.00362734983741651
0.0180905621773805,0.000904904995581056,2.41498227403011,3.96747087876375,0.00711626638696613,0.00433164040945764
0.0621174328226997,0.00118368219212144,1.8978226351197,1.75724318066639,0.0321071893142085,0.0346757644593452
0.0382420998295593,0.00200771024105186,1.50420640577042,1.7190930351662,0.0240887084707959,0.0210776199119464
0.0421087962155271,0.00558656604885809,4.01608185212933,2.55568845135503,0.00909399546906767,0.0142905643085349
0.0331719571824241,0.00485645543871953,1.78716369674811,2.42011750601306,0.0158438210194326,0.0117000524451195
0.0552199969582683,0.00318030094421967,0.151937468615417,0.873640444538646,0.342507325469343,0.0595664913859727
0.0134377144646106,0.00172842602301054,0.775338648538215,0.0775338648538215,0.0151021601511496,0.151021601511496
0.0753402577291418,0.00278972988420919,3.16657615536489,2.09785670292924,0.022911347867638,0.0345831665926611
0.0890522359113164,0.00314432968269222,2.83026344092108,1.65772572968235,0.0303533250603224,0.0518227501029895
0.0721435523305966,-0.000763741927450452,3.71875932272302,0.826390960605117,0.0196052736762382,0.0882237315430719
0.0590837586133042,0.00701506010920269,2.15456421192801,3.71767942450322,0.0241666960844523,0.0140056988671257
0.0593961866081623,0.00461573334524524,2.85221876690804,2.8090033310458,0.0192062593159017,0.019501740228454
0.097640266349868,0.00804750127291862,-0.884595651327778,-0.928825433894167,-0.101281037208888,-0.0964581306751317
0.0629673801013558,0.0124602757931337,3.2157777834142,4.21221596982423,0.0157060306121646,0.0119906255211149
0.0891376955711125,0.0150323295439384,2.64523009325132,1.9955244563124,0.0280147145672644,0.0371357844263738
0.13068949498084,0.0132915775331385,2.90228528798283,4.18690336627031,0.0404501645423342,0.0280393186032089
0.150340623172853,0.0204489168312178,2.68453231054279,3.7095355563864,0.0483852274124321,0.0350156251011022
0.116786964052213,0.0200289643349546,3.40720965563132,3.45731567997883,0.0283980175852521,0.027986452113002
0.152289662125435,0.024531960947631,4.37518272821983,4.01487356236643,0.0292005406662834,0.0318211020081293
0.120438797749722,0.0276359645938349,8.09611196129106,8.36069078355547,0.0114626420187361,0.0110999001827002
0.163588114336016,0.0320772840769963,7.40406025598449,8.05735969033607,0.0177619881135791,0.0163218269151808
0.302967092010387,0.0418893104891261,3.30740477477134,4.20432810352289,0.0789373539981392,0.0620973851452028
