"LuFrac","LskyFrac","EdFrac1","EdFrac2","result.full.1","result.full.2"
-0.0129382117068913,-5.43940793949482e-05,-0.172181941213642,-1.0904856276864,0.0748267648551493,0.0118147523455499
-0.0201962136070062,0.00066228045082052,-0.670292072484802,0.524576404553323,0.031118515217558,-0.0397625472224352
0.016396853235624,0.00201633996183073,0.710478311761436,1.86500556837377,0.0202406083841473,0.00771070795586563
0.0156036625765639,0.000625386794190437,0.932418881061249,-0.782028738954596,0.0160638915476762,-0.0191531014606908
0.0158423032630434,0.00132762563473346,0.61136353632233,-0.397386298609515,0.0237414840204951,-0.0365253600315309
0.0300314910214851,0.00422057954586564,0.776860254027088,1.02545553531576,0.0332246518493138,0.0251701907949347
-0.0294155861686345,-0.000654978671512715,-1.45348929062771,0.789939831862887,0.0197872854534078,-0.0364086052342704
0.0199245024737166,-0.00375083016440039,0.899879416158235,1.31768057366027,0.0263094501474339,0.0179674293689793
0.0607462879917663,0.000860745479564244,-0.326982248133749,0.359680472947124,-0.183146158098792,0.166496507362538
-0.00457414916034196,0.00249994844494074,-0.465886462138073,-0.565719275453374,0.0151841664872979,0.0125046076954218
-0.00581382260976079,0.00146163972580624,0.304899532216362,0.914698596649086,-0.0238618350204756,-0.00795394500682521
0.00118264451015922,0.00342571176898543,0.379497214490446,2.86347898206427,-0.00591062904595491,-0.000783336379584386
0.0890376314661685,-0.000657601217845246,2.31956099847963,3.54963122494611,0.038669055369876,0.0252688876674437
0.0244900146691759,0.00374772578329681,3.86795932912394,2.18468073219038,0.00536259229245232,0.00949442569811231
0.117175876001177,-0.000408773125526202,0.73019670038715,1.4603934007743,0.161031471471126,0.0805157357355628
0.0710867509678861,0.00249760565419861,1.15420988748315,0.521256078218198,0.0594251929891639,0.131584355904577
0.0245690619508095,0.00247356740105974,2.46898386500052,3.79843671538542,0.00894922598035898,0.00581699688723334
0.0303072590241702,0.00424904730656757,2.05464741862627,0.891639445818948,0.012682570976107,0.0292250548579856
0.083281687717049,0.00161510677506848,1.02913725049359,-0.554150827188856,0.0793544115741724,-0.147372478637749
